experimento,hilo,tiempo_obtener_logger_ns,timestamp_ns,mensaje,tiempo_escritura_ns,tiempo_total_registro_ns
21,3,892800,1291244074665600,3,369100,
21,3,892800,1291244075147100,4,478900,
21,3,892800,1291244075525000,5,374600,
21,2,930500,1291244076002600,2,2615300,
21,4,782200,1291244076395400,2,3395500,
21,1,886900,1291244076892600,4,4275800,
21,4,782200,1291244077276100,3,877400,
21,2,930500,1291244077798600,3,1792900,
21,3,892800,1291244078267300,6,2739500,
21,2,930500,1291244078807900,4,1006200,
21,4,782200,1291244079186100,4,1907100,
21,1,886900,1291244079820500,5,2924500,
21,4,782200,1291244080221700,5,1032900,
21,2,930500,1291244080958900,5,2148000,
21,3,892800,1291244081581200,7,3311000,
21,2,930500,1291244082094600,6,1131200,
21,4,782200,1291244082501100,6,2272700,
21,1,886900,1291244082886200,6,3062300,
21,1,886900,1291244083258600,7,369600,
21,1,886900,1291244083714400,8,453400,
21,4,782200,1291244084202400,7,1696900,
21,2,930500,1291244084669400,7,2570500,
21,3,892800,1291244085059700,8,3474100,
21,2,930500,1291244085608800,8,936600,
21,4,782200,1291244086052300,8,1846500,
21,1,886900,1291244086547200,9,2829700,
21,4,782200,1291244086957100,9,901000,
21,2,930500,1291244087533300,9,1920000,
21,3,892800,1291244087998700,9,2936000,
21,3,892800,1291244088328500,10,327100,
21,2,930500,1291244088707000,10,1170500,
21,4,782200,1291244089027300,10,2067500,
21,1,886900,1291244089412700,10,2862400,
21,4,782200,1291244089738600,11,704900,
21,2,930500,1291244090063200,11,1349300,
21,3,892800,1291244090446700,11,2103500,
21,2,930500,1291244090770900,12,705200,
21,4,782200,1291244091230700,12,1489600,
21,1,886900,1291244091660200,11,2242200,
21,4,782200,1291244092112800,13,878600,
21,2,930500,1291244092549000,13,1775800,
21,3,892800,1291244092935700,12,2486600,
21,2,930500,1291244093284800,14,733100,
21,4,782200,1291244093713300,14,1597700,
21,1,886900,1291244094128600,12,2465300,
21,3,892800,1291244094510300,13,1571200,
21,1,886900,1291244094868500,13,736500,
21,3,892800,1291244095306900,14,792800,
21,1,886900,1291244095736600,14,864600,
21,1,886900,,,TOTAL,,56485900
21,2,930500,,,TOTAL,,53971500
21,3,892800,,,TOTAL,,56016000
21,4,782200,,,TOTAL,,54446600
22,3,606200,1291244256302200,0,25282100,
22,4,457800,1291244256816700,0,25819700,
22,1,906000,1291244257427300,0,26458900,
22,1,906000,1291244258007100,1,574700,
22,1,906000,1291244258563700,2,552800,
22,1,906000,1291244258999700,3,432200,
22,2,773200,1291244259666400,0,28638900,
22,2,773200,1291244260160400,1,484800,
22,1,906000,1291244260825400,4,1822300,
22,3,606200,1291244261295700,1,3871700,
22,4,457800,1291244261653800,1,4228000,
22,3,606200,1291244262182600,2,882300,
22,1,906000,1291244262579500,5,1748700,
22,2,773200,1291244263127700,2,2963100,
22,1,906000,1291244263772800,6,1189200,
22,3,606200,1291244264311800,3,2124800,
22,4,457800,1291244264882100,2,3224800,
22,3,606200,1291244265520300,4,1204100,
22,1,906000,1291244266112700,7,2335600,
22,2,773200,1291244266635900,3,3503600,
22,1,906000,1291244267199000,8,1082000,
22,3,606200,1291244267909700,5,2384500,
22,4,457800,1291244268466700,3,3580300,
22,3,606200,1291244268900100,6,984200,
22,1,906000,1291244269407400,9,2202900,
22,1,906000,1291244270036400,10,624700,
22,2,773200,1291244270756500,4,4116700,
22,1,906000,1291244271358600,11,1292400,
22,3,606200,1291244271883800,7,2978800,
22,4,457800,1291244272582700,4,4109600,
22,3,606200,1291244273189300,8,1300700,
22,1,906000,1291244273798600,12,2435000,
22,2,773200,1291244274439300,5,3677900,
22,1,906000,1291244275126400,13,1322200,
22,3,606200,1291244275765100,9,2571300,
22,4,457800,1291244276333700,5,3746000,
22,3,606200,1291244277022700,10,1252200,
22,1,906000,1291244277602600,14,2438100,
22,2,773200,1291244278379000,6,3934100,
22,2,773200,1291244279070800,7,685700,
22,3,606200,1291244279708600,11,2672000,
22,4,457800,1291244280301800,6,3963200,
22,4,457800,1291244280723000,7,417700,
22,3,606200,1291244281353800,12,1640800,
22,2,773200,1291244281863500,8,2786200,
22,3,606200,1291244282347400,13,989000,
22,4,457800,1291244282753500,8,2027500,
22,3,606200,1291244283302500,14,951300,
22,2,773200,1291244283857600,9,1991500,
22,4,457800,1291244284383100,9,1627000,
22,2,773200,1291244284980900,10,1119300,
22,4,457800,1291244285494800,10,1108700,
22,4,457800,1291244285894300,11,387100,
22,2,773200,1291244286374700,11,1383100,
22,4,457800,1291244286835900,12,938400,
22,2,773200,1291244287393200,12,977000,
22,4,457800,1291244287913200,13,1073300,
22,2,773200,1291244288417100,13,1019800,
22,4,457800,1291244288975300,14,1058800,
22,2,773200,1291244289509600,14,1089300,
22,1,906000,,,TOTAL,,46639100
22,2,773200,,,TOTAL,,58486000
22,3,606200,,,TOTAL,,52286900
22,4,457800,,,TOTAL,,57982600
23,3,696800,1291244462391100,0,27000200,
23,2,891400,1291244462908000,0,27442300,
23,4,578700,1291244463447100,0,28136900,
23,1,892800,1291244463878700,0,28611700,
23,4,578700,1291244464471400,1,1018500,
23,3,696800,1291244465036600,1,1644200,
23,3,696800,1291244465670300,2,629700,
23,2,891400,1291244466319300,1,2926500,
23,2,891400,1291244466971400,2,646900,
23,3,696800,1291244467572800,3,1897800,
23,4,578700,1291244468146400,2,3671000,
23,1,892800,1291244468695000,1,4809600,
23,4,578700,1291244469249400,3,1097800,
23,3,696800,1291244469771200,4,2193400,
23,2,891400,1291244470177100,3,3201000,
23,3,696800,1291244470696700,5,919700,
23,4,578700,1291244471262400,4,2008000,
23,1,892800,1291244471848400,2,3148400,
23,4,578700,1291244472379200,5,1111300,
23,3,696800,1291244473048400,6,2347600,
23,2,891400,1291244473712100,4,3530800,
23,3,696800,1291244474385800,7,1332300,
23,4,578700,1291244475101900,6,2717800,
23,1,892800,1291244475794400,3,3941100,
23,4,578700,1291244476479400,7,1370700,
23,3,696800,1291244477311200,8,2920700,
23,2,891400,1291244477843900,5,4126900,
23,3,696800,1291244478524900,9,1208300,
23,4,578700,1291244479217900,8,2670900,
23,1,892800,1291244479752400,4,3947800,
23,4,578700,1291244480471200,9,1248500,
23,3,696800,1291244481157200,10,2627700,
23,2,891400,1291244481793100,6,3945000,
23,2,891400,1291244482213300,7,416400,
23,2,891400,1291244482575800,8,360000,
23,3,696800,1291244483262700,11,2076000,
23,4,578700,1291244483833200,10,3356600,
23,4,578700,1291244484296800,11,452100,
23,1,892800,1291244484671300,5,4909400,
23,4,578700,1291244485172600,12,872700,
23,3,696800,1291244485627800,12,2362100,
23,3,696800,1291244486211300,13,580700,
23,3,696800,1291244486604200,14,389400,
23,2,891400,1291244487109700,9,4531400,
23,4,578700,1291244487746600,13,2556700,
23,1,892800,1291244488149300,6,3474600,
23,1,892800,1291244488508500,7,356500,
23,4,578700,1291244488920300,14,1170500,
23,2,891400,1291244489299700,10,2186300,
23,1,892800,1291244489682400,8,1171800,
23,2,891400,1291244490031900,11,722000,
23,1,892800,1291244490380600,9,695600,
23,2,891400,1291244490784100,12,749800,
23,1,892800,1291244491176200,10,793200,
23,2,891400,1291244491634000,13,846400,
23,1,892800,1291244492044900,11,814600,
23,2,891400,1291244492358600,14,721700,
23,1,892800,1291244492743100,12,695500,
23,1,892800,1291244493134100,13,387400,
23,1,892800,1291244493518000,14,381800,
23,1,892800,,,TOTAL,,58253600
23,2,891400,,,TOTAL,,56895600
23,3,696800,,,TOTAL,,51216000
23,4,578700,,,TOTAL,,53613400
24,3,558800,1291244663509000,0,27251700,
24,1,670700,1291244663902700,0,27692100,
24,2,498400,1291244664445200,0,28200800,
24,2,498400,1291244665048300,1,597200,
24,4,656100,1291244665534200,0,29243200,
24,2,498400,1291244666052600,2,999100,
24,3,558800,1291244666634900,1,2228100,
24,1,670700,1291244667205300,1,2798500,
24,1,670700,1291244667752000,2,542100,
24,1,670700,1291244668322900,3,567400,
24,3,558800,1291244668870000,2,2230900,
24,2,498400,1291244669464700,3,3408400,
24,4,656100,1291244669878900,1,4333700,
24,2,498400,1291244670288700,4,818500,
24,3,558800,1291244670871100,3,1996800,
24,1,670700,1291244671452400,4,3125600,
24,3,558800,1291244671998700,4,1122900,
24,2,498400,1291244672576400,5,2283600,
24,4,656100,1291244672996400,2,3112900,
24,2,498400,1291244673875900,6,1294400,
24,3,558800,1291244674352100,5,2349200,
24,1,670700,1291244674962500,5,3505100,
24,3,558800,1291244675536000,6,1179200,
24,2,498400,1291244676150400,7,2269300,
24,4,656100,1291244676798100,3,3796800,
24,2,498400,1291244677395400,8,1240500,
24,3,558800,1291244677969000,7,2429000,
24,1,670700,1291244678612000,6,3644100,
24,3,558800,1291244679202100,8,1227700,
24,2,498400,1291244679818300,9,2417500,
24,4,656100,1291244680568600,4,3765000,
24,2,498400,1291244681253300,10,1429600,
24,3,558800,1291244681840100,9,2633400,
24,1,670700,1291244682556900,7,3939900,
24,3,558800,1291244683134300,10,1289900,
24,2,498400,1291244683556900,11,2275600,
24,4,656100,1291244684086100,5,3511500,
24,2,498400,1291244684468900,12,909000,
24,3,558800,1291244685039300,11,1890400,
24,1,670700,1291244685576600,8,3015600,
24,3,558800,1291244686005700,12,963200,
24,2,498400,1291244686473900,13,2001900,
24,2,498400,1291244686979600,14,502100,
24,4,656100,1291244687415200,6,3325200,
24,3,558800,1291244687873700,13,1863600,
24,3,558800,1291244688324700,14,448300,
24,1,670700,1291244688777900,9,3197300,
24,4,656100,1291244689233600,7,1815400,
24,1,670700,1291244689782900,10,1001500,
24,4,656100,1291244690304900,8,1068800,
24,1,670700,1291244690720900,11,925600,
24,4,656100,1291244691118100,9,810100,
24,4,656100,1291244691572400,10,451500,
24,1,670700,1291244691956100,12,1232200,
24,4,656100,1291244692409700,11,825300,
24,1,670700,1291244692765200,13,805400,
24,4,656100,1291244693069300,12,655200,
24,1,670700,1291244693431400,14,662900,
24,4,656100,1291244693931000,13,859300,
24,4,656100,1291244694385600,14,451100,
24,1,670700,,,TOTAL,,57223800
24,2,498400,,,TOTAL,,50738800
24,3,558800,,,TOTAL,,52070100
24,4,656100,,,TOTAL,,58097700
25,1,735700,1291244858865600,0,28318000,
25,2,539900,1291244859525700,0,28960800,
25,4,743600,1291244860159600,0,29516500,
25,3,644200,1291244860854300,0,30240200,
25,4,743600,1291244861433700,1,1267000,
25,1,735700,1291244861978000,1,2033100,
25,2,539900,1291244862459500,1,2513900,
25,1,735700,1291244863061000,2,1079300,
25,4,743600,1291244863618200,2,2180300,
25,3,644200,1291244864200100,1,3337600,
25,4,743600,1291244864754000,3,1131100,
25,1,735700,1291244865306600,3,2240900,
25,2,539900,1291244865847000,2,3383100,
25,1,735700,1291244866397600,4,1086600,
25,4,743600,1291244866956200,4,2193700,
25,4,743600,1291244867522600,5,562400,
25,3,644200,1291244868028500,2,3823700,
25,4,743600,1291244868545700,6,1018600,
25,1,735700,1291244869062000,5,2659900,
25,2,539900,1291244869676300,3,3825300,
25,1,735700,1291244870360600,6,1291700,
25,4,743600,1291244870951200,7,2401700,
25,3,644200,1291244871367800,3,3335400,
25,4,743600,1291244871853100,8,897400,
25,1,735700,1291244872376100,7,2010400,
25,2,539900,1291244873209800,4,3528500,
25,2,539900,1291244873864500,5,647800,
25,1,735700,1291244874553900,8,2173600,
25,4,743600,1291244875135500,9,3277900,
25,3,644200,1291244875724900,4,4352500,
25,4,743600,1291244876341200,10,1200400,
25,1,735700,1291244877158900,9,2600100,
25,2,539900,1291244877674000,6,3804900,
25,1,735700,1291244878394500,10,1230200,
25,4,743600,1291244878845700,11,2379500,
25,3,644200,1291244879422800,5,3686300,
25,4,743600,1291244880098600,12,1249600,
25,4,743600,1291244880807800,13,703600,
25,1,735700,1291244881542800,11,3127300,
25,2,539900,1291244882039100,7,4360300,
25,1,735700,1291244882419600,12,870900,
25,1,735700,1291244882967900,13,545600,
25,4,743600,1291244883413200,14,2598000,
25,3,644200,1291244883877800,6,4450500,
25,1,735700,1291244884391400,14,1418300,
25,2,539900,1291244884756700,8,2712900,
25,3,644200,1291244885279800,7,1399400,
25,2,539900,1291244885663000,9,903500,
25,3,644200,1291244886015400,8,719700,
25,2,539900,1291244886541800,10,875400,
25,3,644200,1291244886880300,9,862500,
25,2,539900,1291244887373900,11,823000,
25,3,644200,1291244887691500,10,808600,
25,2,539900,1291244888157100,12,780300,
25,3,644200,1291244888552900,11,853600,
25,2,539900,1291244889031300,13,838200,
25,3,644200,1291244889477300,12,921800,
25,2,539900,1291244889997200,14,962600,
25,3,644200,1291244890442800,13,961400,
25,3,644200,1291244890886300,14,440300,
25,1,735700,,,TOTAL,,53846900
25,2,539900,,,TOTAL,,59435800
25,3,644200,,,TOTAL,,60275300
25,4,743600,,,TOTAL,,52773600
26,3,666000,1291245059796300,0,27131100,
26,4,509100,1291245060360300,0,27708600,
26,1,819200,1291245060851800,0,28226300,
26,2,735100,1291245061358700,0,28678400,
26,4,509100,1291245061771600,1,878200,
26,3,666000,1291245062189400,1,1296800,
26,1,819200,1291245062789200,1,1896000,
26,3,666000,1291245063362600,2,1170200,
26,3,666000,1291245063917400,3,550200,
26,4,509100,1291245064390200,2,2615000,
26,2,735100,1291245064882400,1,3516800,
26,4,509100,1291245065366100,3,972300,
26,3,666000,1291245065771000,4,1848300,
26,1,819200,1291245066190000,2,3396500,
26,3,666000,1291245066673600,5,898200,
26,4,509100,1291245067108900,4,1737400,
26,2,735100,1291245067521200,2,2634600,
26,4,509100,1291245067912800,5,799600,
26,3,666000,1291245068409200,6,1729700,
26,1,819200,1291245068851600,3,2657400,
26,3,666000,1291245069411300,7,997200,
26,4,509100,1291245070141200,6,2225100,
26,2,735100,1291245070829000,3,3304400,
26,4,509100,1291245071383400,7,1236100,
26,3,666000,1291245072004700,8,2589100,
26,1,819200,1291245072679600,4,3823700,
26,1,819200,1291245073401800,5,716200,
26,3,666000,1291245074010700,9,2000300,
26,4,509100,1291245074631000,8,3242600,
26,2,735100,1291245075363900,4,4530400,
26,4,509100,1291245076004500,9,1368000,
26,3,666000,1291245076648600,10,2632300,
26,1,819200,1291245077379000,6,3970800,
26,3,666000,1291245078052000,11,1357800,
26,4,509100,1291245078737700,10,2727700,
26,2,735100,1291245079234700,5,3864600,
26,4,509100,1291245079652800,11,887300,
26,3,666000,1291245080239300,12,2182200,
26,1,819200,1291245080771600,7,3386300,
26,3,666000,1291245081301300,13,1059000,
26,4,509100,1291245081820100,12,2164000,
26,2,735100,1291245082277100,6,3038500,
26,4,509100,1291245082828900,13,1006100,
26,3,666000,1291245083336900,14,2032200,
26,1,819200,1291245083871500,8,3096300,
26,4,509100,1291245084401400,14,1569100,
26,2,735100,1291245084883800,7,2603700,
26,1,819200,1291245085414600,9,1540000,
26,2,735100,1291245085901800,8,1014600,
26,1,819200,1291245086276600,10,858600,
26,2,735100,1291245086717000,9,811800,
26,1,819200,1291245087085200,11,799700,
26,2,735100,1291245087420800,10,700300,
26,1,819200,1291245087831300,12,743500,
26,2,735100,1291245088303200,11,875900,
26,1,819200,1291245088724800,13,861200,
26,2,735100,1291245089169600,12,863100,
26,1,819200,1291245089622100,14,894600,
26,2,735100,1291245090028900,13,855800,
26,2,735100,1291245090381300,14,349900,
26,1,819200,,,TOTAL,,57000000
26,2,735100,,,TOTAL,,57703500
26,3,666000,,,TOTAL,,50675800
26,4,509100,,,TOTAL,,51753400
27,3,596500,1291245256036800,0,25955100,
27,4,765600,1291245256672500,0,26575900,
27,2,396400,1291245257316000,0,27292700,
27,1,775100,1291245257808800,0,27817400,
27,2,396400,1291245258225900,1,903100,
27,4,765600,1291245258598200,1,1485000,
27,3,596500,1291245259138000,1,2027000,
27,4,765600,1291245259769200,2,1167300,
27,2,396400,1291245260288600,2,2059000,
27,1,775100,1291245260759500,1,2943000,
27,2,396400,1291245261318300,3,1025500,
27,4,765600,1291245261773300,3,1999500,
27,3,596500,1291245262135000,2,2992800,
27,4,765600,1291245262496500,4,719200,
27,2,396400,1291245262854300,4,1531700,
27,1,775100,1291245263189100,2,2425400,
27,1,775100,1291245263697600,3,505000,
27,2,396400,1291245264104300,5,1246100,
27,4,765600,1291245264775700,5,2273500,
27,3,596500,1291245265288600,3,3150000,
27,4,765600,1291245265740200,6,959800,
27,2,396400,1291245266245200,6,2137400,
27,1,775100,1291245266897100,4,3195400,
27,2,396400,1291245267420300,7,1170900,
27,4,765600,1291245268167500,7,2422100,
27,3,596500,1291245268751500,4,3458400,
27,4,765600,1291245269265400,8,1093200,
27,2,396400,1291245269821100,8,2396500,
27,1,775100,1291245270515600,5,3614000,
27,2,396400,1291245271176800,9,1351400,
27,4,765600,1291245271719300,9,2445700,
27,3,596500,1291245272269100,5,3511900,
27,4,765600,1291245272739800,10,1017200,
27,2,396400,1291245273298900,10,2116900,
27,1,775100,1291245273861000,6,3339800,
27,2,396400,1291245274502000,11,1189000,
27,4,765600,1291245275085300,11,2312300,
27,3,596500,1291245275689400,6,3416100,
27,3,596500,1291245276258600,7,564000,
27,4,765600,1291245276775400,12,1685600,
27,2,396400,1291245277354300,12,2847700,
27,1,775100,1291245277844200,7,3977900,
27,2,396400,1291245278355000,13,995300,
27,2,396400,1291245278803200,14,445000,
27,4,765600,1291245279496200,13,2716000,
27,3,596500,1291245280029400,8,3765400,
27,4,765600,1291245280532300,14,1032900,
27,1,775100,1291245280942400,8,3093300,
27,3,596500,1291245281431900,9,1399600,
27,1,775100,1291245281854100,9,908600,
27,3,596500,1291245282248200,10,813100,
27,1,775100,1291245282725500,10,867700,
27,3,596500,1291245283108500,11,849400,
27,1,775100,1291245283477900,11,744200,
27,3,596500,1291245283985700,12,874600,
27,1,775100,1291245284428900,12,919600,
27,3,596500,1291245284899700,13,910200,
27,1,775100,1291245285431200,13,998700,
27,3,596500,1291245285996500,14,1093200,
27,1,775100,1291245286356900,14,922300,
27,1,775100,,,TOTAL,,56368300
27,2,396400,,,TOTAL,,48783500
27,3,596500,,,TOTAL,,55918600
27,4,765600,,,TOTAL,,50438900
28,3,598700,1291245469712500,0,28575900,
28,4,742000,1291245470353500,0,29184600,
28,1,699200,1291245471143000,0,30056100,
28,2,492300,1291245471860200,0,30732500,
28,1,699200,1291245472354200,1,1203200,
28,3,598700,1291245473008700,1,2216300,
28,4,742000,1291245473713300,1,2921200,
28,3,598700,1291245474410700,2,1396500,
28,3,598700,1291245475170500,3,754600,
28,3,598700,1291245476051300,4,874600,
28,1,699200,1291245476762200,2,4403300,
28,2,492300,1291245477298300,1,5428800,
28,1,699200,1291245477901300,3,1134400,
28,3,598700,1291245478552900,5,2495700,
28,3,598700,1291245479255700,6,696200,
28,4,742000,1291245479734700,2,6006300,
28,3,598700,1291245480168800,7,907500,
28,1,699200,1291245480616700,4,2710800,
28,2,492300,1291245481178700,2,3875800,
28,1,699200,1291245481753600,5,1133500,
28,3,598700,1291245482331200,8,2158900,
28,4,742000,1291245482771300,3,3032000,
28,4,742000,1291245483354400,4,578800,
28,4,742000,1291245483893800,5,536200,
28,4,742000,1291245484245700,6,346800,
28,4,742000,1291245484646600,7,398600,
28,4,742000,1291245484968900,8,319900,
28,3,598700,1291245485575900,9,3241000,
28,1,699200,1291245486174500,6,4417500,
28,2,492300,1291245486579800,3,5392800,
28,1,699200,1291245487033300,7,855200,
28,3,598700,1291245487551800,10,1971800,
28,4,742000,1291245487889500,9,2918200,
28,3,598700,1291245488322400,11,750800,
28,1,699200,1291245488810600,8,1773600,
28,2,492300,1291245489429000,4,2846300,
28,1,699200,1291245489987200,9,1173200,
28,3,598700,1291245490554600,12,2228800,
28,4,742000,1291245491116500,10,3224600,
28,3,598700,1291245491642100,13,1084400,
28,1,699200,1291245492027900,10,2036200,
28,2,492300,1291245492583800,5,3150900,
28,1,699200,1291245493088200,11,1052900,
28,3,598700,1291245493639000,14,1993800,
28,4,742000,1291245494069100,11,2944600,
28,1,699200,1291245494487100,12,1395700,
28,2,492300,1291245494927000,6,2340400,
28,1,699200,1291245495330600,13,841000,
28,4,742000,1291245495784000,12,1711700,
28,1,699200,1291245496288200,14,954600,
28,2,492300,1291245496733200,7,1802000,
28,4,742000,1291245497189200,13,1402200,
28,2,492300,1291245497689900,8,953800,
28,4,742000,1291245498229600,14,1037700,
28,2,492300,1291245498647600,9,954500,
28,2,492300,1291245498970200,10,320100,
28,2,492300,1291245499279400,11,303100,
28,2,492300,1291245499731000,12,449500,
28,2,492300,1291245500137800,13,403600,
28,2,492300,1291245500677300,14,536400,
28,1,699200,,,TOTAL,,55204700
28,2,492300,,,TOTAL,,59552800
28,3,598700,,,TOTAL,,52506200
28,4,742000,,,TOTAL,,57099500
29,3,567400,1291245676211300,0,26927700,
29,1,772700,1291245676709800,0,27524700,
29,2,769500,1291245677305800,0,27970700,
29,4,368500,1291245677806000,0,28581500,
29,2,769500,1291245678494600,1,1158800,
29,3,567400,1291245679045300,1,1709200,
29,3,567400,1291245679678300,2,627800,
29,1,772700,1291245680274900,1,2937300,
29,1,772700,1291245680809900,2,531300,
29,3,567400,1291245681466500,3,1784200,
29,2,769500,1291245681859100,2,3360800,
29,4,368500,1291245682226000,1,4412200,
29,2,769500,1291245682782100,3,919100,
29,3,567400,1291245683324200,4,1853700,
29,1,772700,1291245683850200,3,3036800,
29,3,567400,1291245684288200,5,959700,
29,2,769500,1291245684859100,4,2073600,
29,4,368500,1291245685423000,2,3193600,
29,2,769500,1291245686055100,5,1191700,
29,3,567400,1291245686627600,6,2334900,
29,1,772700,1291245687174300,4,3320000,
29,3,567400,1291245687976000,7,1343400,
29,2,769500,1291245688643600,6,2583200,
29,4,368500,1291245689161900,3,3734300,
29,2,769500,1291245689716700,7,1068400,
29,3,567400,1291245690292500,8,2311500,
29,1,772700,1291245690876600,5,3697500,
29,3,567400,1291245691488000,9,1190800,
29,3,567400,1291245692245600,10,752600,
29,2,769500,1291245693068000,8,3347200,
29,4,368500,1291245693703400,4,4536800,
29,2,769500,1291245694257900,9,1184300,
29,3,567400,1291245694794600,11,2488600,
29,3,567400,1291245695361700,12,562900,
29,1,772700,1291245695856900,6,4975900,
29,3,567400,1291245696432900,13,1067500,
29,2,769500,1291245697118800,10,2856800,
29,4,368500,1291245697653900,5,3945200,
29,2,769500,1291245698250900,11,1111500,
29,3,567400,1291245698933400,14,2495200,
29,1,772700,1291245699384500,7,3522500,
29,2,769500,1291245699862900,12,1607600,
29,4,368500,1291245700257300,6,2598300,
29,2,769500,1291245700642300,13,776100,
29,1,772700,1291245701020000,8,1632000,
29,2,769500,1291245701434200,14,788600,
29,4,368500,1291245702048900,7,1788600,
29,1,772700,1291245702662700,9,1639800,
29,1,772700,1291245703206900,10,540600,
29,4,368500,1291245703700400,8,1647500,
29,1,772700,1291245704107200,11,888800,
29,4,368500,1291245704573600,9,869900,
29,1,772700,1291245705005800,12,895400,
29,4,368500,1291245705653800,10,1076900,
29,1,772700,1291245706221000,13,1211100,
29,4,368500,1291245706738800,11,1017500,
29,4,368500,1291245707124000,12,382300,
29,1,772700,1291245707713400,14,1488500,
29,4,368500,1291245708170000,13,1043600,
29,4,368500,1291245708498500,14,325700,
29,1,772700,,,TOTAL,,58531900
29,2,769500,,,TOTAL,,52102700
29,3,567400,,,TOTAL,,49654000
29,4,368500,,,TOTAL,,59276400
30,1,722800,1291245885856800,0,35293400,
30,3,642000,1291245886499600,0,35901100,
30,4,552600,1291245887272600,0,36689500,
30,2,748500,1291245888383000,0,37757900,
30,4,552600,1291245889180100,1,1898900,
30,1,722800,1291245889738100,1,2797300,
30,3,642000,1291245890457300,1,3516500,
30,3,642000,1291245891248400,2,785400,
30,1,722800,1291245891903400,2,2151500,
30,4,552600,1291245892392700,2,3206600,
30,2,748500,1291245893034600,1,4639500,
30,4,552600,1291245893642100,3,1245200,
30,1,722800,1291245894249400,3,2340600,
30,3,642000,1291245894901000,3,3646900,
30,3,642000,1291245895560600,4,654700,
30,1,722800,1291245896256400,4,2001500,
30,4,552600,1291245896745800,4,3098300,
30,2,748500,1291245897217000,2,4177300,
30,4,552600,1291245897664900,5,914100,
30,1,722800,1291245898082100,5,1820500,
30,3,642000,1291245898680500,5,3114100,
30,1,722800,1291245899320900,6,1235000,
30,4,552600,1291245900052100,6,2383600,
30,2,748500,1291245900671200,3,3450000,
30,2,748500,1291245901327800,4,650500,
30,4,552600,1291245902081600,7,2023600,
30,1,722800,1291245902694900,7,3369400,
30,3,642000,1291245903327000,6,4641300,
30,1,722800,1291245903883000,8,1184400,
30,4,552600,1291245904399500,8,2313300,
30,2,748500,1291245904810800,5,3477100,
30,4,552600,1291245905408900,9,1005300,
30,1,722800,1291245905944000,9,2056300,
30,3,642000,1291245906442400,7,3111000,
30,1,722800,1291245906926200,10,978700,
30,4,552600,1291245907428300,10,2015400,
30,2,748500,1291245908105800,6,3291200,
30,4,552600,1291245908878300,11,1439000,
30,1,722800,1291245909377600,11,2425900,
30,3,642000,1291245909844400,8,3392000,
30,1,722800,1291245910455500,12,1074100,
30,4,552600,1291245910999700,12,2115500,
30,2,748500,1291245911408700,7,3297700,
30,4,552600,1291245911945000,13,941400,
30,1,722800,1291245912466700,13,2008200,
30,3,642000,1291245912929100,9,3082000,
30,1,722800,1291245913439300,14,969300,
30,4,552600,1291245913843500,14,1894900,
30,2,748500,1291245914248000,8,2836300,
30,3,642000,1291245914737400,10,1804900,
30,2,748500,1291245915205800,9,954300,
30,3,642000,1291245915678200,11,926800,
30,2,748500,1291245916120100,10,910800,
30,3,642000,1291245916487600,12,806100,
30,2,748500,1291245917248900,11,1117800,
30,3,642000,1291245917569600,13,1079200,
30,3,642000,1291245918088000,14,515900,
30,2,748500,1291245918620900,12,1366900,
30,2,748500,1291245918987100,13,362400,
30,2,748500,1291245919332400,14,342800,
30,1,722800,,,TOTAL,,62880000
30,2,748500,,,TOTAL,,68709900
30,3,642000,,,TOTAL,,67493600
30,4,552600,,,TOTAL,,63263600
31,3,694100,1291246093473300,0,28411000,
31,1,867600,1291246094084400,0,29054500,
31,4,631700,1291246094725500,0,29681700,
31,3,694100,1291246095464200,1,770500,
31,2,771300,1291246096145800,0,31061300,
31,3,694100,1291246096704600,2,1233800,
31,4,631700,1291246097344300,1,2612500,
31,1,867600,1291246097989800,1,3296000,
31,1,867600,1291246098754200,2,758900,
31,4,631700,1291246099437500,2,2087100,
31,3,694100,1291246099961700,3,3252300,
31,2,771300,1291246100390900,1,4236000,
31,3,694100,1291246101022400,4,1055900,
31,4,631700,1291246101503800,3,2059800,
31,1,867600,1291246102042800,3,3282700,
31,1,867600,1291246102648200,4,600000,
31,1,867600,1291246103335800,5,678000,
31,4,631700,1291246104031100,4,2523500,
31,3,694100,1291246104635500,5,3608900,
31,3,694100,1291246105346900,6,705200,
31,2,771300,1291246105921700,2,5527000,
31,3,694100,1291246106598700,7,1246100,
31,4,631700,1291246107241100,5,3205100,
31,1,867600,1291246107875100,6,4533700,
31,4,631700,1291246108444100,6,1197700,
31,3,694100,1291246109055700,8,2450500,
31,2,771300,1291246109729900,3,3803600,
31,3,694100,1291246110305800,9,1245600,
31,4,631700,1291246110885100,7,2435600,
31,1,867600,1291246111462100,7,3582300,
31,4,631700,1291246111887300,8,997500,
31,3,694100,1291246112406300,10,2096900,
31,2,771300,1291246112832200,4,3098000,
31,3,694100,1291246113378900,11,949200,
31,4,631700,1291246113912800,9,2022600,
31,1,867600,1291246114488100,8,3021800,
31,4,631700,1291246115077400,10,1161200,
31,3,694100,1291246115562100,12,2178900,
31,3,694100,1291246116031000,13,465900,
31,2,771300,1291246116460700,5,3625100,
31,3,694100,1291246117017200,14,982800,
31,4,631700,1291246117516500,11,2422500,
31,1,867600,1291246117975400,9,3483400,
31,4,631700,1291246118432900,12,912600,
31,2,771300,1291246118850400,6,2385900,
