experimento,hilo,tiempo_obtener_logger_ns,timestamp_ns,mensaje,tiempo_escritura_ns,tiempo_total_registro_ns
2,2,864200,1293771488797500,6,658000,
2,3,663700,1293771489167100,11,1415400,
2,1,878400,1293771489742200,11,2400800,
2,4,426000,1293771490391500,5,3495600,
2,1,878400,1293771490917600,12,1171900,
2,1,878400,1293771491468000,13,545600,
2,3,663700,1293771492216200,12,3046600,
2,2,864200,1293771492966100,7,4164500,
2,2,864200,1293771493767400,8,796000,
2,3,663700,1293771494352000,13,2131100,
2,1,878400,1293771494678400,14,3205700,
2,4,426000,1293771495040900,6,4644500,
2,3,663700,1293771495440900,14,1085500,
2,2,864200,1293771495887100,9,2115000,
2,4,426000,1293771496363000,7,1319000,
2,2,864200,1293771496744600,10,854700,
2,4,426000,1293771497270200,8,905000,
2,2,864200,1293771497848100,11,1076900,
2,4,426000,1293771498474000,9,1201200,
2,2,864200,1293771498962000,12,1110300,
2,4,426000,1293771499429100,10,952200,
2,2,864200,1293771499936500,13,971500,
2,4,426000,1293771500312900,11,823600,
2,2,864200,1293771500807500,14,867500,
2,4,426000,1293771501268300,12,952700,
2,4,426000,1293771501595700,13,325100,
2,4,426000,1293771501914700,14,316800,
2,1,878400,,,TOTAL,,42027800
2,2,864200,,,TOTAL,,48047600
2,3,663700,,,TOTAL,,42695500
2,4,426000,,,TOTAL,,49211800
3,3,805700,1293771659689800,0,21228300,
3,4,892800,1293771660308900,0,21825000,
3,1,930500,1293771660942600,0,22587400,
3,2,701800,1293771661429500,0,22997100,
3,1,930500,1293771661995400,1,1047800,
3,4,892800,1293771662633800,1,1857000,
3,3,805700,1293771663403500,1,2630600,
3,4,892800,1293771663947000,2,1308000,
3,4,892800,1293771664421100,3,469100,
3,1,930500,1293771664925400,2,2925800,
3,2,701800,1293771665434600,1,3998200,
3,1,930500,1293771665860100,3,930200,
3,4,892800,1293771666260700,4,1835800,
3,3,805700,1293771666728600,2,3319200,
3,4,892800,1293771667026600,5,762300,
3,1,930500,1293771667384800,4,1520900,
3,2,701800,1293771667738700,2,2300200,
3,1,930500,1293771668118400,5,730500,
3,1,930500,1293771668494400,6,372800,
3,4,892800,1293771668884500,6,1854900,
3,3,805700,1293771669316100,3,2583800,
3,4,892800,1293771669753200,7,865100,
3,1,930500,1293771670159900,7,1662700,
3,2,701800,1293771670624300,3,2882000,
3,1,930500,1293771671007600,8,844300,
3,4,892800,1293771671385500,8,1629200,
3,3,805700,1293771671828100,4,2508600,
3,3,805700,1293771672311600,5,480200,
3,4,892800,1293771672730100,9,1341600,
3,1,930500,1293771673045700,9,2034500,
3,2,701800,1293771673487200,4,2859200,
3,1,930500,1293771673972900,10,924400,
3,4,892800,1293771674403800,10,1670500,
3,3,805700,1293771674747700,6,2432000,
3,4,892800,1293771675156500,11,739500,
3,1,930500,1293771675776200,11,1737000,
3,2,701800,1293771676394000,5,2903300,
3,1,930500,1293771676983600,12,1202800,
3,4,892800,1293771677477400,12,2318300,
3,3,805700,1293771678090100,7,3338700,
3,3,805700,1293771678582500,8,487400,
3,4,892800,1293771679167900,13,1686500,
3,1,930500,1293771679569800,13,2582000,
3,2,701800,1293771679959900,6,3560500,
3,1,930500,1293771680436600,14,863400,
3,4,892800,1293771681111000,14,1938100,
3,3,805700,1293771681607400,9,3002700,
3,2,701800,1293771681945100,7,1981800,
3,2,701800,1293771682407100,8,459700,
3,3,805700,1293771682816800,10,1205900,
3,2,701800,1293771683306400,9,896100,
3,3,805700,1293771683730600,11,906200,
3,3,805700,1293771684182300,12,448400,
3,2,701800,1293771684573800,10,1265200,
3,3,805700,1293771684955700,13,771000,
3,2,701800,1293771685424700,11,813300,
3,3,805700,1293771685859800,14,882600,
3,2,701800,1293771686425200,12,997800,
3,2,701800,1293771686783400,13,355200,
3,2,701800,1293771687275300,14,490300,
3,1,930500,,,TOTAL,,42087700
3,2,701800,,,TOTAL,,48845800
3,3,805700,,,TOTAL,,47401200
3,4,892800,,,TOTAL,,42631400
4,3,674600,1293771847093300,0,20874300,
4,1,941000,1293771847692300,0,21520900,
4,2,870700,1293771848430600,0,22184800,
4,4,595400,1293771848942400,0,22767400,
4,2,870700,1293771849447600,1,1011700,
4,2,870700,1293771849891600,2,441500,
4,3,674600,1293771850431800,1,2328100,
4,1,941000,1293771850902000,1,2797500,
4,3,674600,1293771851370300,2,929900,
4,2,870700,1293771852120500,3,2226400,
4,4,595400,1293771852635000,1,3687400,
4,2,870700,1293771853189000,4,1061500,
4,3,674600,1293771853642500,3,2267000,
4,1,941000,1293771854150400,2,3245400,
4,3,674600,1293771854573100,4,926400,
4,2,870700,1293771854920900,5,1726700,
4,4,595400,1293771855333100,2,2693000,
4,2,870700,1293771855862500,6,938900,
4,3,674600,1293771856242900,5,1665900,
4,1,941000,1293771856609900,3,2455500,
4,3,674600,1293771856923200,6,677800,
4,3,674600,1293771857248300,7,322400,
4,2,870700,1293771857852000,7,1986100,
4,4,595400,1293771858210700,3,2874400,
4,2,870700,1293771858617800,8,762600,
4,3,674600,1293771859092400,8,1841500,
4,1,941000,1293771859476300,4,2863700,
4,3,674600,1293771859993400,9,897400,
4,2,870700,1293771860313600,9,1692500,
4,4,595400,1293771860673900,4,2459800,
4,4,595400,1293771861105800,5,429400,
4,2,870700,1293771861515000,10,1198000,
4,3,674600,1293771861877500,10,1881000,
4,1,941000,1293771862186600,5,2706800,
4,3,674600,1293771862619500,11,736000,
4,2,870700,1293771863034800,11,1501400,
4,4,595400,1293771863468500,6,2360100,
4,2,870700,1293771863837300,12,799100,
4,3,674600,1293771864158000,12,1518100,
4,1,941000,1293771864506900,6,2318000,
4,3,674600,1293771865014700,13,854200,
4,2,870700,1293771865317400,13,1476800,
4,2,870700,1293771865689300,14,369400,
4,4,595400,1293771866166400,7,2694700,
4,3,674600,1293771866574000,14,1556300,
4,1,941000,1293771867069100,7,2559400,
4,1,941000,1293771867570800,8,496500,
4,4,595400,1293771868237400,8,2067100,
4,1,941000,1293771868746800,9,1171500,
4,4,595400,1293771869217600,9,972900,
4,1,941000,1293771869735700,10,984500,
4,4,595400,1293771870271100,10,1048800,
4,1,941000,1293771870733100,11,986600,
4,4,595400,1293771871264500,11,982500,
4,1,941000,1293771871864700,12,1126900,
4,4,595400,1293771872361000,12,1047200,
4,1,941000,1293771872859700,13,988800,
4,1,941000,1293771873381900,14,516000,
4,4,595400,1293771874055300,13,1689200,
4,4,595400,1293771874552300,14,492500,
4,1,941000,,,TOTAL,,47215100
4,2,870700,,,TOTAL,,39446600
4,3,674600,,,TOTAL,,40359000
4,4,595400,,,TOTAL,,48381800
5,4,502700,1293772041949700,0,22400000,
5,2,934600,1293772042449400,0,22875900,
5,3,706700,1293772042960100,0,23434700,
5,3,706700,1293772043604300,1,638800,
5,1,1014500,1293772044085800,0,24582600,
5,3,706700,1293772044664400,2,1056600,
5,4,502700,1293772045547300,1,2818400,
5,4,502700,1293772046415200,2,863700,
5,4,502700,1293772046964000,3,542700,
5,2,934600,1293772047461000,1,4731700,
5,4,502700,1293772047910500,4,941300,
5,4,502700,1293772048287700,5,373300,
5,3,706700,1293772048736200,3,4067400,
5,1,1014500,1293772049133300,1,5037700,
5,3,706700,1293772049528000,4,788600,
5,4,502700,1293772049907700,6,1616100,
5,2,934600,1293772050287600,2,2822600,
5,4,502700,1293772050692500,7,782000,
5,4,502700,1293772051049700,8,354100,
5,3,706700,1293772051666300,5,2135300,
5,1,1014500,1293772051968700,2,2832000,
5,3,706700,1293772052446500,6,776100,
5,4,502700,1293772052849500,9,1797200,
5,2,934600,1293772053132600,3,2842000,
5,4,502700,1293772053591300,10,738100,
5,3,706700,1293772054051400,7,1601200,
5,1,1014500,1293772054570200,3,2598300,
5,3,706700,1293772054966700,8,911700,
5,3,706700,1293772055469200,9,499600,
5,4,502700,1293772055918400,11,2304900,
5,2,934600,1293772056317600,4,3182500,
5,2,934600,1293772056701200,5,378700,
5,4,502700,1293772057157400,12,1236100,
5,3,706700,1293772057613600,10,2140600,
5,1,1014500,1293772058137000,4,3563600,
5,3,706700,1293772058559600,11,919400,
5,4,502700,1293772059051300,13,1889200,
5,2,934600,1293772059567200,6,2861300,
5,4,502700,1293772060265700,14,1209800,
5,3,706700,1293772060844700,12,2281200,
5,1,1014500,1293772061459700,5,3317600,
5,3,706700,1293772062102700,13,1253000,
5,2,934600,1293772062628300,7,3055800,
5,3,706700,1293772063625600,14,1518000,
5,1,1014500,1293772064317000,6,2852800,
5,2,934600,1293772064807300,8,2173600,
5,1,1014500,1293772065157100,7,836500,
5,2,934600,1293772065620900,9,810900,
5,2,934600,1293772065970400,10,347300,
5,2,934600,1293772066331600,11,353100,
5,1,1014500,1293772066800400,8,1615300,
5,2,934600,1293772067116400,12,782100,
5,1,1014500,1293772067692600,9,887800,
5,1,1014500,1293772068115400,10,420100,
5,2,934600,1293772068544500,13,1400700,
5,2,934600,1293772068959400,14,412100,
5,1,1014500,1293772069350000,11,1186400,
5,1,1014500,1293772069683800,12,331400,
5,1,1014500,1293772070224300,13,538400,
5,1,1014500,1293772070515600,14,289100,
5,1,1014500,,,TOTAL,,51014300
5,2,934600,,,TOTAL,,49388700
5,3,706700,,,TOTAL,,44107000
5,4,502700,,,TOTAL,,40721100
6,3,726500,1293772222624600,0,21061200,
6,4,621200,1293772223413000,0,21904900,
6,1,763500,1293772224052900,0,22564100,
6,2,795000,1293772224504600,0,22924000,
6,1,763500,1293772224958400,1,899000,
6,1,763500,1293772225525500,2,544000,
6,4,621200,1293772225981500,1,2264100,
6,3,726500,1293772226491600,1,2775400,
6,4,621200,1293772227005000,2,1021000,
6,4,621200,1293772227425500,3,417800,
6,1,763500,1293772227959200,3,2431600,
6,2,795000,1293772228319400,1,3809200,
6,1,763500,1293772228835200,4,873100,
6,1,763500,1293772229242200,5,404500,
6,4,621200,1293772229624700,4,2197100,
6,3,726500,1293772230001200,2,3506400,
6,4,621200,1293772230485900,5,858300,
6,1,763500,1293772230866500,6,1622200,
6,2,795000,1293772231255900,2,2933700,
6,1,763500,1293772231619900,7,751000,
6,1,763500,1293772232282200,8,659900,
6,4,621200,1293772232642100,6,2153500,
6,3,726500,1293772233075600,3,3072000,
6,4,621200,1293772233566700,7,920900,
6,1,763500,1293772233989600,9,1704000,
6,2,795000,1293772234322100,3,3063900,
6,1,763500,1293772234785600,10,793000,
6,4,621200,1293772235221500,8,1651600,
6,3,726500,1293772235576400,4,2498100,
6,4,621200,1293772235895800,9,670700,
6,4,621200,1293772236478100,10,580200,
6,1,763500,1293772236804500,11,1997500,
6,2,795000,1293772237245400,4,2921300,
6,1,763500,1293772237622800,12,793800,
6,4,621200,1293772238100900,11,1610100,
6,3,726500,1293772238596400,5,3017500,
6,4,621200,1293772238991600,12,887800,
6,1,763500,1293772239419300,13,1794600,
6,2,795000,1293772239964700,5,2716500,
6,1,763500,1293772240590000,14,1167400,
6,4,621200,1293772241361400,13,2367000,
6,3,726500,1293772241994400,6,3395200,
6,4,621200,1293772242490900,14,1124100,
6,2,795000,1293772242849400,6,2879700,
6,3,726500,1293772243149900,7,1149900,
6,2,795000,1293772243581800,7,729000,
6,3,726500,1293772244012800,8,860200,
6,2,795000,1293772244428700,8,843200,
6,3,726500,1293772244871100,9,854900,
6,2,795000,1293772245273500,9,841700,
6,3,726500,1293772245566500,10,692400,
6,2,795000,1293772245843800,10,567500,
6,3,726500,1293772246099700,11,519700,
6,2,795000,1293772246382500,11,530200,
6,3,726500,1293772246836900,12,734500,
6,2,795000,1293772247169500,12,749100,
6,2,795000,1293772247496600,13,324700,
6,3,726500,1293772247908800,13,1068800,
6,2,795000,1293772248402200,14,903400,
6,3,726500,1293772248902500,14,990500,
6,1,763500,,,TOTAL,,39106200
6,2,795000,,,TOTAL,,46825300
6,3,726500,,,TOTAL,,47342500
6,4,621200,,,TOTAL,,40987600
7,1,666300,1293772415879200,0,25138500,
7,3,523800,1293772416538600,0,25744400,
7,4,639200,1293772417033300,0,26224300,
7,2,449500,1293772417536200,0,26769900,
7,4,639200,1293772417994100,1,955600,
7,1,666300,1293772418389100,1,1537500,
7,3,523800,1293772418968000,1,2116100,
7,1,666300,1293772419656200,2,1264300,
7,4,639200,1293772420308400,2,2305400,
7,2,449500,1293772420923000,1,3379900,
7,4,639200,1293772421599300,3,1285700,
7,1,666300,1293772422214600,3,2552400,
7,3,523800,1293772422822000,2,3849200,
7,1,666300,1293772423493200,4,1272900,
7,1,666300,1293772424152200,5,653200,
7,4,639200,1293772424714000,4,3106200,
7,2,449500,1293772425248300,2,4320500,
7,4,639200,1293772425931700,5,1213100,
7,1,666300,1293772426416300,6,2259000,
7,3,523800,1293772426930500,3,4102900,
7,1,666300,1293772427345500,7,924000,
7,4,639200,1293772427872400,6,1936400,
7,2,449500,1293772428451400,3,3198600,
7,4,639200,1293772428893200,7,1015700,
7,1,666300,1293772429282000,8,1932900,
7,3,523800,1293772429882800,4,2948200,
7,1,666300,1293772430267500,9,982400,
7,4,639200,1293772430807900,8,1910800,
7,2,449500,1293772431354200,4,2898000,
7,4,639200,1293772431912400,9,1099700,
7,1,666300,1293772432671500,10,2400000,
7,3,523800,1293772433280600,5,3393300,
7,1,666300,1293772433765700,11,1063900,
7,4,639200,1293772434276200,10,2359800,
7,2,449500,1293772434699500,5,3339900,
7,4,639200,1293772435072900,11,779000,
7,1,666300,1293772435648600,12,1878800,
7,3,523800,1293772436233500,6,2948000,
7,1,666300,1293772436834600,13,1181600,
7,4,639200,1293772437460700,12,2383900,
7,2,449500,1293772438099600,6,3396200,
7,4,639200,1293772438766600,13,1300800,
7,1,666300,1293772439493500,14,2654200,
7,3,523800,1293772440102500,7,3864600,
7,4,639200,1293772440591800,14,1820400,
7,2,449500,1293772441130500,7,3026200,
7,3,523800,1293772441787700,8,1680500,
7,2,449500,1293772442575000,8,1440000,
7,3,523800,1293772443237100,9,1443300,
7,2,449500,1293772443722000,9,1141600,
7,3,523800,1293772444202900,10,960600,
7,2,449500,1293772444892700,10,1166100,
7,2,449500,1293772445689200,11,772600,
7,3,523800,1293772446384900,11,2163300,
7,2,449500,1293772446882200,12,1184900,
7,3,523800,1293772447472600,12,1036700,
7,3,523800,1293772447974300,13,498300,
7,3,523800,1293772448702800,14,725200,
7,2,449500,1293772449350800,13,2465000,
7,2,449500,1293772449948600,14,593400,
7,1,666300,,,TOTAL,,48758600
7,2,449500,,,TOTAL,,59186700
7,3,523800,,,TOTAL,,57913700
7,4,639200,,,TOTAL,,49787200
8,4,631400,1293772609728800,0,24526000,
8,1,719200,1293772610278300,0,25096600,
8,2,539700,1293772610844500,0,25653300,
8,3,588200,1293772611479400,0,26284900,
8,2,539700,1293772611967800,1,1118000,
8,4,631400,1293772612479700,1,1797200,
8,1,719200,1293772613033900,1,2351500,
8,4,631400,1293772613443600,2,960600,
8,2,539700,1293772613822300,2,1849800,
8,3,588200,1293772614392900,1,2907000,
8,2,539700,1293772614984200,3,1158700,
8,4,631400,1293772615464100,3,2016800,
8,1,719200,1293772615991900,2,2954500,
8,4,631400,1293772616412200,4,945000,
8,2,539700,1293772616802600,4,1814700,
8,3,588200,1293772617261600,2,2865300,
8,2,539700,1293772617758200,5,952700,
8,4,631400,1293772618184400,5,1769400,
8,1,719200,1293772618672500,3,2677200,
8,4,631400,1293772619229800,6,1042300,
8,2,539700,1293772619791500,6,2029600,
8,3,588200,1293772620221000,3,2956400,
8,2,539700,1293772620696300,7,901000,
8,4,631400,1293772621092500,7,1859600,
8,1,719200,1293772621695100,4,3018800,
8,4,631400,1293772622778600,8,1682200,
8,4,631400,1293772623550900,9,764700,
8,2,539700,1293772624522400,8,3822100,
8,3,588200,1293772625216200,4,4991300,
8,2,539700,1293772625943500,9,1414100,
8,4,631400,1293772626449200,10,2891400,
8,1,719200,1293772626979600,5,5279600,
8,4,631400,1293772627534400,11,1060100,
8,2,539700,1293772628077200,10,2127600,
8,3,588200,1293772628669500,5,3448000,
8,2,539700,1293772629282100,11,1193900,
8,4,631400,1293772629718200,12,2180100,
8,1,719200,1293772630221200,6,3237900,
8,4,631400,1293772630757700,13,1034600,
8,4,631400,1293772631296200,14,534700,
8,2,539700,1293772631915400,12,2628600,
8,3,588200,1293772632495100,6,3820700,
8,2,539700,1293772633016600,13,1096500,
8,1,719200,1293772633617900,7,3392600,
8,2,539700,1293772634236000,14,1215300,
8,3,588200,1293772634706700,7,2207400,
8,1,719200,1293772635118900,8,1496800,
8,3,588200,1293772635548400,8,837900,
8,1,719200,1293772635958600,9,835500,
8,3,588200,1293772636460200,9,907200,
8,3,588200,1293772637047000,10,578700,
8,1,719200,1293772637667100,10,1704800,
8,3,588200,1293772638177700,11,1116500,
8,1,719200,1293772638709600,11,1031000,
8,3,588200,1293772639271700,12,1089100,
8,1,719200,1293772639787500,12,1031400,
8,3,588200,1293772640289100,13,1012000,
8,1,719200,1293772640816200,13,1024000,
8,3,588200,1293772641420100,14,1125900,
8,1,719200,1293772642050700,14,1230000,
8,1,719200,,,TOTAL,,56875200
8,2,539700,,,TOTAL,,49050500
8,3,588200,,,TOTAL,,56230900
8,4,631400,,,TOTAL,,46097400
9,4,788300,1293772802035000,0,24523400,
9,1,775400,1293772802621400,0,25205000,
9,2,521500,1293772803179200,0,25741300,
9,3,648500,1293772803618200,0,26120300,
9,2,521500,1293772804092900,1,892500,
9,2,521500,1293772804548100,2,452000,
9,1,775400,1293772804999400,1,2145200,
9,4,788300,1293772805560200,1,2706400,
9,1,775400,1293772806215600,2,1212200,
9,2,521500,1293772806740300,3,2188900,
9,3,648500,1293772807279600,1,3656900,
9,2,521500,1293772807635700,4,891300,
9,1,775400,1293772808132800,3,1913600,
9,4,788300,1293772808512400,2,2948500,
9,1,775400,1293772809011600,4,861600,
9,2,521500,1293772809381800,5,1742200,
9,3,648500,1293772809758400,2,2475300,
9,3,648500,1293772810066200,3,305500,
9,3,648500,1293772810376500,4,307900,
9,3,648500,1293772810790900,5,412300,
9,2,521500,1293772811284800,6,1899700,
9,1,775400,1293772811835300,5,2820500,
9,4,788300,1293772812417100,3,3901900,
9,1,775400,1293772812999600,6,1160100,
9,2,521500,1293772813664700,7,2377300,
9,2,521500,1293772814236500,8,566800,
9,3,648500,1293772814978900,6,4185200,
9,2,521500,1293772815786800,9,1541600,
9,1,775400,1293772816711200,7,3706800,
9,4,788300,1293772817308500,4,4886400,
9,1,775400,1293772817914400,8,1195900,
9,1,775400,1293772818555800,9,636000,
9,2,521500,1293772819136700,10,3342600,
9,3,648500,1293772819723300,7,4738400,
9,2,521500,1293772820342100,11,1175400,
9,1,775400,1293772820903200,10,2342600,
9,4,788300,1293772821523300,5,4209900,
9,4,788300,1293772822090000,6,561400,
9,1,775400,1293772822687800,11,1723900,
9,2,521500,1293772823206500,12,2860000,
9,3,648500,1293772823721800,8,3993700,
9,2,521500,1293772824267400,13,1056900,
9,1,775400,1293772824831500,12,2139700,
9,4,788300,1293772825339400,7,3244500,
9,1,775400,1293772825896400,13,1060500,
9,2,521500,1293772826533300,14,2261700,
9,3,648500,1293772827099900,9,3373700,
9,1,775400,1293772827636300,14,1735300,
9,4,788300,1293772828295500,8,2952900,
9,3,648500,1293772828938400,10,1834200,
9,4,788300,1293772829578200,9,1277800,
9,3,648500,1293772830092400,11,1140100,
9,4,788300,1293772830595200,10,1011900,
9,3,648500,1293772831186000,12,1089500,
9,4,788300,1293772831850900,11,1246500,
9,3,648500,1293772832449200,13,1214800,
9,4,788300,1293772832926200,12,1069500,
9,3,648500,1293772833646000,14,1190700,
9,4,788300,1293772834441600,13,1510600,
9,4,788300,1293772835004100,14,556900,
9,1,775400,,,TOTAL,,50225500
9,2,521500,,,TOTAL,,49100200
9,3,648500,,,TOTAL,,56155300
9,4,788300,,,TOTAL,,57497800
10,3,1029700,1293773040697500,0,43853100,
10,1,1050000,1293773041277400,0,44436500,
10,2,1074300,1293773041929900,0,45063300,
10,4,898600,1293773042546800,0,45698900,
10,2,1074300,1293773043174500,1,1232900,
10,3,1029700,1293773043758000,1,1917800,
10,1,1050000,1293773044431900,1,2594200,
10,3,1029700,1293773045063700,2,1301700,
10,2,1074300,1293773045684900,2,2507200,
10,4,898600,1293773046326000,1,3771400,
10,2,1074300,1293773046841100,3,1152500,
10,3,1029700,1293773047377900,3,2310100,
10,1,1050000,1293773047833700,2,3398100,
10,3,1029700,1293773048391500,4,1009500,
10,2,1074300,1293773048921100,4,2076500,
10,4,898600,1293773049481900,2,3152200,
10,2,1074300,1293773049989600,5,1064500,
10,3,1029700,1293773050511900,5,2116300,
10,3,1029700,1293773051091800,6,576400,
10,1,1050000,1293773051582300,3,3744700,
10,3,1029700,1293773052148500,7,1052200,
10,2,1074300,1293773052716200,6,2721600,
10,4,898600,1293773053236500,3,3750600,
10,2,1074300,1293773053874800,7,1153700,
10,3,1029700,1293773054488700,8,2335600,
10,1,1050000,1293773054937900,4,3351200,
10,3,1029700,1293773055510800,9,1018000,
10,2,1074300,1293773056123800,8,2244500,
10,4,898600,1293773056726700,4,3485500,
10,2,1074300,1293773057391100,9,1263300,
